Timestamp,Do you agree to participate?,Birth Date ,Gender,Ethnicity,Home Location,Education,Marital Status,Please select a type of chocolate.,Please select a type of cheese,Please select a type of alcohol (other than wine),How do you like your tea/coffee,Select a type of candy,Please choose a scent group,Choose a salad dressing,Choose a wine category,I like my wine to be.... ,"From the list below, select Red Wines you enjoy","From the list below, select Rose Wines you enjoy","From the list below, select White Wines you enjoy"
2020/08/19 12:40:19 PM CDT,Agree,1/5/1980,Male,White/Caucasian,Europe,Master's Degree,Married,Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Beer,Black (with nothing added),"Sour (Sour patch kids, Warheads, Lemonheads)","Cinnamon, Baked Goods, Frosting","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Red,Dry;Fruity,Red - Malbec;Red - Nebbiolo;Red - Sangiovese;Red - Cabernet Franc;Red - Cabernet sauvignon;Red - Merlot;Red - Pinot noir;Red - Zinfandel;Red - Syrah;Red - Grenache;Red - Gamay,Rose - Tavel;Rose - Pinot Noir,White - Riesling;White - Sauvignon Blanc;White - Chenin Blanc;White - Viognier
2020/08/19 1:20:10 PM CDT,Agree,6/3/1970,Male,White/Caucasian,North America/Central America (excluding USA),Bachelor's Degree,Single (Never Married),Milk Chocolate,"Soft (Brie, Camembert, Munster)",Beer,Tea/coffee with a little milk &/or cream,"Sour (Sour patch kids, Warheads, Lemonheads)","Clean Linen,  Fresh Air, Seaside","Sweet/Herbal/Tangy (Thousand Island, Green Goddess, French)",White,Dry;Fruity,Red - Nebbiolo;Red - Cabernet Franc;Red - Pinot noir;Red - Syrah;Red - Gamay,Rose - Syrah;Rose - Tavel,White - Riesling;White - Sauvignon Blanc;White - Chenin Blanc;White - Semillon;White - Viognier;White - Marsanne;White - Chablis;White - Gewürztraminer
2020/08/19 1:25:30 PM CDT,Agree,7/1/1987,Female,White/Caucasian,United States of America,Master's Degree,Married,Dark Chocolate,"Soft (Brie, Camembert, Munster)",Whiskey/Scotch,Tea/coffee with a little milk &/or cream,"Candy Bar (Snicker, Milky way, Twix)","Citrus, Floral, Herbal","Cream Based (Ranch, Blue cheese, Ceaser)",Red,Dry,Red - Malbec;Red - Nebbiolo;Red - Cabernet Franc;Red - Cabernet sauvignon;Red - Merlot;Red - Pinot noir;Red - Syrah;Red - Grenache,Rose - Grenache;Rose - Syrah;Rose - Provence;Rose - Pinot Noir,White - Chardonnay;White - Riesling;White - Sauvignon Blanc;White - Chablis
2020/08/19 1:28:17 PM CDT,Agree,3/28/1995,Male,White/Caucasian,United States of America,Bachelor's Degree,Single (Never Married),Milk Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Whiskey/Scotch,I do not drink coffee or tea,"Candy Bar (Snicker, Milky way, Twix)","Cinnamon, Baked Goods, Frosting","Cream Based (Ranch, Blue cheese, Ceaser)",White,Fruity;Sweet,Red - Zinfandel,Rose - Pink Moscato,White - Moscato
2020/08/19 1:50:08 PM CDT,Agree,10/22/1998,Female,White/Caucasian,United States of America,Bachelor's Degree,Single (Never Married),Milk Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Vodka,I do not drink coffee or tea,"Fruity (Skittles, Starburst, Jolly Ranchers)","Clean Linen,  Fresh Air, Seaside","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Red,Dry,Red - Malbec;Red - Cabernet sauvignon;Red - Merlot;Red - Pinot noir;Red - Zinfandel;Red - Syrah,Rose - Tempranillo;Rose - White Merlot,White - Pinot Grigio;White - Riesling;White - Sauvignon Blanc
2020/08/19 1:53:55 PM CDT,Agree,3/3/1995,Female,White/Caucasian,United States of America,Bachelor's Degree,Married,Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Tequila,Tea/coffee with a little milk &/or cream,"Candy Bar (Snicker, Milky way, Twix)","Citrus, Floral, Herbal","Cream Based (Ranch, Blue cheese, Ceaser)",Red,Dry;Bold,Red - Malbec;Red - Sangiovese;Red - Cabernet Franc;Red - Cabernet sauvignon;Red - Merlot;Red - Pinot noir;Red - Syrah;Red - Grenache,Rose - Grenache;Rose - Syrah;Rose - Provence;Rose - Pinot Noir,White - Pinot Grigio;White - Sauvignon Blanc;White - Viognier;White - Marsanne
2020/08/19 2:03:13 PM CDT,Agree,9/10/2020,Male,White/Caucasian,United States of America,Bachelor's Degree,Married,Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Whiskey/Scotch,Black (with nothing added),"Candy Bar (Snicker, Milky way, Twix)","Wood, Tobacco, Musk","Cream Based (Ranch, Blue cheese, Ceaser)",Red,Dry,Red - Cabernet sauvignon,Rose - Pinot Noir,White - Sauvignon Blanc
2020/08/19 2:03:25 PM CDT,Agree,1/1/1996,Female,White/Caucasian,Europe,Master's Degree,Married,Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Whiskey/Scotch,Black (with nothing added),"Candy Bar (Snicker, Milky way, Twix)","Wood, Tobacco, Musk","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",White,Sweet,Red - Zinfandel,Rose - White Merlot,White - Marsanne
2020/08/19 2:04:05 PM CDT,Agree,7/9/1999,Male,White/Caucasian,United States of America,High School Diploma or equivalent,Single (Never Married),Milk Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Whiskey/Scotch,I do not drink coffee or tea,"Fruity (Skittles, Starburst, Jolly Ranchers)","Clean Linen,  Fresh Air, Seaside","Sweet/Herbal/Tangy (Thousand Island, Green Goddess, French)",Red,Fruity,Red - Cabernet sauvignon,Rose - Cabernet,White - Sauvignon Blanc
2020/08/19 2:06:05 PM CDT,Agree,9/7/1998,Female,White/Caucasian,United States of America,Bachelor's Degree,Single (Never Married),Dark Chocolate,"Soft (Brie, Camembert, Munster)",Beer,Tea/coffee with a little milk &/or cream,"Candy Bar (Snicker, Milky way, Twix)","Wood, Tobacco, Musk","Sweet/Herbal/Tangy (Thousand Island, Green Goddess, French)",Red,Fruity;Sweet;Bold,Red - Malbec;Red - Sangiovese;Red - Merlot;Red - Pinot noir;Red - Zinfandel;Red - Syrah;Red - Lambrusco,Rose - Sangiovese;Rose - White Zinfandel;Rose - Pink Moscato,White - Chardonnay;White - Pinot Grigio;White - Riesling;White - Moscato
2020/08/19 2:26:03 PM CDT,Agree,10/31/1987,Female,Black or African-American,United States of America,Bachelor's Degree,Divorced,Dark Chocolate,"Soft (Brie, Camembert, Munster)",Whiskey/Scotch,Black (with nothing added),"Fruity (Skittles, Starburst, Jolly Ranchers)","Wood, Tobacco, Musk",I do not use dressing/eat salads,Red,Bold,Red - Malbec;Red - Sangiovese;Red - Cabernet sauvignon;Red - Merlot;Red - Pinot noir;Red - Syrah,Rose - Grenache;Rose - Provence,White - Chardonnay;White - Sauvignon Blanc
2020/08/19 3:09:15 PM CDT,Agree,1/1/1985,Male,White/Caucasian,Europe,Other/Prefer not to say,Single (Never Married),Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Whiskey/Scotch,Black (with nothing added),"Candy Bar (Snicker, Milky way, Twix)","Clean Linen,  Fresh Air, Seaside","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Rose,Fruity;Bold,Red - Malbec;Red - Nebbiolo;Red - Sangiovese;Red - Cabernet Franc;Red - Cabernet sauvignon;Red - Merlot;Red - Pinot noir;Red - Zinfandel;Red - Syrah;Red - Grenache;Red - Gamay;Red - Lambrusco,Rose - Grenache;Rose - Sangiovese;Rose - Tempranillo;Rose - Syrah;Rose - Cabernet;Rose - Mourvedre;Rose - Provence;Rose - Tavel;Rose - Pinot Noir;Rose - White Zinfandel;Rose - Pink Moscato;Rose - White Merlot,White - Gewürztraminer
2020/08/19 3:09:25 PM CDT,Agree,1/25/1999,Non-Binary,White/Caucasian,United States of America,Other/Prefer not to say,Single (Never Married),White Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Beer,Tea/coffee with a little milk &/or cream,"Fruity (Skittles, Starburst, Jolly Ranchers)","Clean Linen,  Fresh Air, Seaside","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",White,Fruity;Bold,Red - Cabernet sauvignon,Rose - Mourvedre,White - Pinot Grigio
2020/08/19 3:10:15 PM CDT,Agree,1/12/1997,Male,White/Caucasian,North America/Central America (excluding USA),Master's Degree,Single (Never Married),Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Beer,Tea/coffee with a little milk &/or cream,"Candy Bar (Snicker, Milky way, Twix)","Cinnamon, Baked Goods, Frosting","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",White,Dry;Bold,Red - Malbec;Red - Merlot;Red - Pinot noir,Rose - Cabernet;Rose - White Zinfandel,White - Moscato;White - Marsanne;White - Gewürztraminer
2020/08/19 3:35:28 PM CDT,Agree,11/11/1986,Male,White/Caucasian,United States of America,Bachelor's Degree,Single (Never Married),Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Whiskey/Scotch,Black (with nothing added),"Fruity (Skittles, Starburst, Jolly Ranchers)","Citrus, Floral, Herbal","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Red,Dry;Fruity;Sweet;Bold,Red - Malbec;Red - Nebbiolo;Red - Sangiovese;Red - Cabernet Franc;Red - Cabernet sauvignon;Red - Merlot;Red - Pinot noir;Red - Zinfandel;Red - Syrah;Red - Grenache;Red - Gamay;Red - Lambrusco,Rose - Grenache;Rose - Sangiovese;Rose - Tempranillo;Rose - Syrah;Rose - Cabernet;Rose - Mourvedre;Rose - Provence;Rose - Pinot Noir,White - Chardonnay;White - Riesling;White - Sauvignon Blanc;White - Chenin Blanc;White - Semillon;White - Viognier;White - Marsanne;White - Chablis;White - Gewürztraminer;White - Tokaji
2020/08/19 4:53:22 PM CDT,Agree,6/21/1991,Male,White/Caucasian,United States of America,High School Diploma or equivalent,Single (Never Married),Milk Chocolate,"Soft (Brie, Camembert, Munster)",Beer,Tea/coffee with a little milk &/or cream,"Candy Bar (Snicker, Milky way, Twix)","Wood, Tobacco, Musk","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",White,Fruity;Sweet,Red - Merlot;Red - Pinot noir,Rose - Cabernet;Rose - Pinot Noir;Rose - White Zinfandel;Rose - White Merlot,White - Chardonnay;White - Pinot Grigio;White - Sauvignon Blanc
2020/08/19 5:24:26 PM CDT,Agree,12/4/1995,Male,White/Caucasian,United States of America,Bachelor's Degree,Other/Prefer not to say,Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Beer,Black (with nothing added),I do not eat candy,"Wood, Tobacco, Musk","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Red,Dry,Red - Malbec;Red - Cabernet sauvignon;Red - Zinfandel;Red - Syrah,Rose - Pink Moscato,White - Riesling
2020/08/19 5:32:47 PM CDT,Agree,5/5/1999,Female,White/Caucasian,Europe,High School Diploma or equivalent,Single (Never Married),Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Beer,Black (with nothing added),"Sour (Sour patch kids, Warheads, Lemonheads)","Cinnamon, Baked Goods, Frosting","Sweet/Herbal/Tangy (Thousand Island, Green Goddess, French)",Rose,Sweet,Red - Merlot,Rose - Tavel,White - Chenin Blanc
2020/08/19 5:44:48 PM CDT,Agree,5/2/1996,Female,White/Caucasian,United States of America,Bachelor's Degree,Single (Never Married),Milk Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Beer,Milk &/or cream with a little tea/coffee,"Candy Bar (Snicker, Milky way, Twix)","Citrus, Floral, Herbal","Cream Based (Ranch, Blue cheese, Ceaser)",White,Fruity,Red - Pinot noir,Rose - Pinot Noir,White - Pinot Grigio;White - Chablis
2020/08/19 5:58:47 PM CDT,Agree,5/22/1991,Female,White/Caucasian,United States of America,Bachelor's Degree,Other/Prefer not to say,Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Tequila,Black (with nothing added),"Fruity (Skittles, Starburst, Jolly Ranchers)","Citrus, Floral, Herbal","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Red,Dry;Fruity;Bold,Red - Malbec;Red - Sangiovese;Red - Cabernet sauvignon;Red - Pinot noir;Red - Syrah;Red - Grenache,Rose - Pinot Noir,White - Sauvignon Blanc;White - Chenin Blanc;White - Viognier;White - Gewürztraminer
2020/08/19 5:59:11 PM CDT,Agree,4/24/1994,Female,White/Caucasian,United States of America,Other/Prefer not to say,Single (Never Married),Milk Chocolate,"Soft (Brie, Camembert, Munster)",Whiskey/Scotch,Milk &/or cream with a little tea/coffee,"Candy Bar (Snicker, Milky way, Twix)","Citrus, Floral, Herbal","Cream Based (Ranch, Blue cheese, Ceaser)",White,Fruity;Sweet,Red - Grenache,Rose - Sangiovese;Rose - White Zinfandel;Rose - Pink Moscato,White - Chardonnay;White - Riesling;White - Moscato;White - Chenin Blanc;White - Semillon;White - Chablis;White - Gewürztraminer
2020/08/19 6:15:37 PM CDT,Agree,5/8/1995,Male,White/Caucasian,United States of America,Trade School,Single (Never Married),Milk Chocolate,"Soft (Brie, Camembert, Munster)",Whiskey/Scotch,Milk &/or cream with a little tea/coffee,"Fruity (Skittles, Starburst, Jolly Ranchers)","Cinnamon, Baked Goods, Frosting","Cream Based (Ranch, Blue cheese, Ceaser)",Red,Fruity;Sweet,Red - Cabernet sauvignon;Red - Pinot noir;Red - Zinfandel,Rose - Cabernet;Rose - Pinot Noir,
2020/08/19 6:19:20 PM CDT,Agree,7/13/1980,Female,White/Caucasian,United States of America,Bachelor's Degree,Married,Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Vodka,Tea/coffee with a little milk &/or cream,"Candy Bar (Snicker, Milky way, Twix)","Cinnamon, Baked Goods, Frosting","Sweet/Herbal/Tangy (Thousand Island, Green Goddess, French)",White,Fruity;Sweet,Red - Zinfandel;Red - Lambrusco,Rose - White Zinfandel;Rose - Pink Moscato;Rose - White Merlot,White - Pinot Grigio;White - Riesling;White - Moscato
2020/08/19 6:19:54 PM CDT,Agree,7/3/1992,Male,White/Caucasian,North America/Central America (excluding USA),Some High School,Single (Never Married),I do not/can not eat chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Beer,Black (with nothing added),I do not eat candy,"Wood, Tobacco, Musk","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Red,Bold,Red - Merlot;Red - Pinot noir,Rose - Cabernet;Rose - Pinot Noir;Rose - Pink Moscato,White - Moscato
2020/08/19 6:24:15 PM CDT,Agree,5/17/1988,Other/Prefer not to say,Other/Unknown,Other/Prefer not to say,Other/Prefer not to say,Other/Prefer not to say,Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Tequila,Black (with nothing added),"Sour (Sour patch kids, Warheads, Lemonheads)","Citrus, Floral, Herbal","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",White,Dry;Fruity;Bold,,,White - Chardonnay;White - Riesling
2020/08/19 6:41:59 PM CDT,Agree,5/5/1998,Female,White/Caucasian,Australia/New Zealand,Bachelor's Degree,Single (Never Married),Milk Chocolate,"Blue-veined (Roquefort, Gorgonzola, Bleu)",Tequila,Milk &/or cream with a little tea/coffee,"Candy Bar (Snicker, Milky way, Twix)","Clean Linen,  Fresh Air, Seaside","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",White,Fruity;Sweet,,,White - Chardonnay;White - Pinot Grigio;White - Sauvignon Blanc
2020/08/19 6:44:53 PM CDT,Agree,9/30/1993,Male,Black or African-American,United States of America,High School Diploma or equivalent,Single (Never Married),White Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Whiskey/Scotch,Milk &/or cream with a little tea/coffee,"Sour (Sour patch kids, Warheads, Lemonheads)","Wood, Tobacco, Musk","Cream Based (Ranch, Blue cheese, Ceaser)",Rose,Fruity,Red - Merlot;Red - Pinot noir,Rose - Syrah;Rose - Mourvedre,White - Pinot Grigio;White - Viognier
2020/08/19 7:13:32 PM CDT,Agree,12/19/1989,Female,Latino or Hispanic,United States of America,Bachelor's Degree,Married,Dark Chocolate,"Soft (Brie, Camembert, Munster)",Beer,Tea/coffee with a little milk &/or cream,"Fruity (Skittles, Starburst, Jolly Ranchers)","Wood, Tobacco, Musk","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Red,Dry,Red - Malbec;Red - Cabernet sauvignon,Rose - Cabernet,White - Pinot Grigio
2020/08/19 7:19:48 PM CDT,Agree,11/30/1989,Male,White/Caucasian,United States of America,Trade School,Single (Never Married),Milk Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Whiskey/Scotch,Black (with nothing added),"Candy Bar (Snicker, Milky way, Twix)","Wood, Tobacco, Musk",I do not use dressing/eat salads,Red,Dry,Red - Cabernet sauvignon;Red - Merlot;Red - Pinot noir;Red - Syrah,Rose - Pinot Noir;Rose - White Zinfandel;Rose - Pink Moscato,White - Chardonnay;White - Pinot Grigio;White - Moscato
2020/08/19 7:26:03 PM CDT,Agree,10/14/1995,Male,White/Caucasian,United States of America,Trade School,Single (Never Married),Milk Chocolate,"Blue-veined (Roquefort, Gorgonzola, Bleu)",Whiskey/Scotch,Milk &/or cream with a little tea/coffee,"Candy Bar (Snicker, Milky way, Twix)","Clean Linen,  Fresh Air, Seaside","Cream Based (Ranch, Blue cheese, Ceaser)",White,Fruity;Sweet,Red - Zinfandel,,White - Chardonnay;White - Pinot Grigio;White - Riesling
2020/08/19 7:46:37 PM CDT,Agree,9/15/1983,Male,White/Caucasian,United States of America,Ph.D. or higher,Other/Prefer not to say,Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Beer,Black (with nothing added),"Fruity (Skittles, Starburst, Jolly Ranchers)","Citrus, Floral, Herbal","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Red,Dry;Bold,Red - Malbec;Red - Sangiovese;Red - Cabernet sauvignon;Red - Pinot noir,Rose - Grenache;Rose - Pinot Noir,White - Chardonnay
2020/08/19 7:56:02 PM CDT,Agree,3/29/1995,Male,White/Caucasian,United States of America,High School Diploma or equivalent,Married,Milk Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Whiskey/Scotch,Black (with nothing added),"Fruity (Skittles, Starburst, Jolly Ranchers)","Citrus, Floral, Herbal","Cream Based (Ranch, Blue cheese, Ceaser)",White,Dry;Fruity;Sweet,,Rose - Pink Moscato,White - Sauvignon Blanc
2020/08/19 8:03:21 PM CDT,Agree,10/26/1993,Male,Two or More,Australia/New Zealand,High School Diploma or equivalent,Married,Dark Chocolate,"Soft (Brie, Camembert, Munster)",Beer,Black (with nothing added),"Sour (Sour patch kids, Warheads, Lemonheads)","Wood, Tobacco, Musk","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",White,Dry,Red - Merlot;Red - Syrah,Rose - Grenache;Rose - Syrah;Rose - Provence,White - Chardonnay;White - Pinot Grigio;White - Riesling;White - Semillon
2020/08/19 8:12:44 PM CDT,Agree,1/24/1997,Male,White/Caucasian,North America/Central America (excluding USA),Some High School,Single (Never Married),Milk Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Tequila,Milk &/or cream with a little tea/coffee,"Fruity (Skittles, Starburst, Jolly Ranchers)","Clean Linen,  Fresh Air, Seaside","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Red,Fruity;Bold,Red - Malbec;Red - Cabernet sauvignon;Red - Pinot noir,Rose - Grenache;Rose - Pinot Noir;Rose - White Merlot,White - Chardonnay;White - Pinot Grigio;White - Sauvignon Blanc
2020/08/19 8:25:32 PM CDT,Agree,6/15/1977,Male,White/Caucasian,United States of America,Bachelor's Degree,Single (Never Married),Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Whiskey/Scotch,Black (with nothing added),"Candy Bar (Snicker, Milky way, Twix)","Wood, Tobacco, Musk","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Red,Dry;Bold,Red - Malbec;Red - Sangiovese;Red - Cabernet Franc;Red - Merlot;Red - Pinot noir;Red - Syrah;Red - Grenache;Red - Lambrusco,Rose - Grenache;Rose - Sangiovese;Rose - Tempranillo;Rose - Syrah;Rose - Mourvedre;Rose - Pinot Noir,White - Pinot Grigio;White - Riesling;White - Moscato;White - Semillon;White - Viognier;White - Gewürztraminer
2020/08/19 8:38:00 PM CDT,Agree,6/19/1970,Female,White/Caucasian,United States of America,Bachelor's Degree,Married,Dark Chocolate,"Soft (Brie, Camembert, Munster)",Tequila,Tea/coffee with a little milk &/or cream,"Candy Bar (Snicker, Milky way, Twix)","Cinnamon, Baked Goods, Frosting","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Red,Fruity;Sweet,Red - Cabernet sauvignon;Red - Pinot noir,Rose - Cabernet,White - Riesling;White - Gewürztraminer
2020/08/19 9:10:41 PM CDT,Agree,1/16/1952,Female,White/Caucasian,United States of America,Master's Degree,Married,Milk Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Tequila,Black (with nothing added),"Sour (Sour patch kids, Warheads, Lemonheads)","Citrus, Floral, Herbal","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Red,Dry;Bold,Red - Malbec;Red - Sangiovese;Red - Cabernet Franc;Red - Cabernet sauvignon;Red - Syrah;Red - Grenache,Rose - Syrah,White - Pinot Grigio;White - Riesling;White - Moscato;White - Sauvignon Blanc;White - Viognier
2020/08/19 9:21:32 PM CDT,Agree,9/25/1998,Female,Asian,Asia,Bachelor's Degree,Single (Never Married),Milk Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Whiskey/Scotch,Black (with nothing added),"Fruity (Skittles, Starburst, Jolly Ranchers)","Clean Linen,  Fresh Air, Seaside","Sweet/Herbal/Tangy (Thousand Island, Green Goddess, French)",White,Dry;Sweet,Red - Cabernet sauvignon,Rose - Cabernet;Rose - White Merlot,White - Chardonnay;White - Pinot Grigio;White - Riesling;White - Moscato;White - Sauvignon Blanc;White - Chablis
2020/08/19 10:54:35 PM CDT,Agree,9/25/1998,Female,Asian,Asia,Bachelor's Degree,Single (Never Married),Milk Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Whiskey/Scotch,Black (with nothing added),"Fruity (Skittles, Starburst, Jolly Ranchers)","Clean Linen,  Fresh Air, Seaside","Sweet/Herbal/Tangy (Thousand Island, Green Goddess, French)",White,Dry;Sweet,Red - Cabernet sauvignon,Rose - Cabernet;Rose - White Merlot,White - Chardonnay;White - Pinot Grigio;White - Riesling;White - Moscato;White - Sauvignon Blanc;White - Chablis
2020/08/19 11:06:24 PM CDT,Agree,11/11/1987,Female,White/Caucasian,United States of America,High School Diploma or equivalent,Single (Never Married),Milk Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Whiskey/Scotch,Tea/coffee with a little milk &/or cream,"Candy Bar (Snicker, Milky way, Twix)","Citrus, Floral, Herbal","Cream Based (Ranch, Blue cheese, Ceaser)",White,Dry,Red - Malbec;Red - Pinot noir,Rose - Pinot Noir,White - Pinot Grigio
2020/08/19 11:51:37 PM CDT,Agree,9/1/1989,Male,Latino or Hispanic,United States of America,High School Diploma or equivalent,Single (Never Married),Milk Chocolate,"Blue-veined (Roquefort, Gorgonzola, Bleu)",Tequila,Tea/coffee with a little milk &/or cream,"Candy Bar (Snicker, Milky way, Twix)","Clean Linen,  Fresh Air, Seaside","Cream Based (Ranch, Blue cheese, Ceaser)",White,Fruity,Red - Cabernet sauvignon;Red - Pinot noir,Rose - Cabernet;Rose - White Zinfandel;Rose - Pink Moscato,White - Chardonnay;White - Pinot Grigio;White - Riesling;White - Moscato;White - Sauvignon Blanc;White - Chablis
2020/08/20 12:08:28 AM CDT,Agree,6/7/1997,Male,Two or More,Europe,Bachelor's Degree,Other/Prefer not to say,Milk Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Vodka,Tea/coffee with a little milk &/or cream,"Candy Bar (Snicker, Milky way, Twix)","Clean Linen,  Fresh Air, Seaside","Sweet/Herbal/Tangy (Thousand Island, Green Goddess, French)",White,Dry,Red - Malbec;Red - Merlot,,White - Chardonnay;White - Pinot Grigio;White - Sauvignon Blanc
2020/08/20 1:37:43 AM CDT,Agree,2/5/1969,Female,White/Caucasian,United States of America,Bachelor's Degree,Married,Dark Chocolate,"Blue-veined (Roquefort, Gorgonzola, Bleu)",Beer,Black (with nothing added),"Candy Bar (Snicker, Milky way, Twix)","Clean Linen,  Fresh Air, Seaside","Cream Based (Ranch, Blue cheese, Ceaser)",White,Sweet,,Rose - Grenache;Rose - White Zinfandel;Rose - Pink Moscato,White - Moscato;White - Gewürztraminer
2020/08/20 2:10:30 AM CDT,Agree,9/30/1990,Female,White/Caucasian,United States of America,Master's Degree,Single (Never Married),Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Beer,Tea/coffee with a little milk &/or cream,"Candy Bar (Snicker, Milky way, Twix)","Clean Linen,  Fresh Air, Seaside","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Red,Dry,Red - Malbec;Red - Cabernet sauvignon;Red - Merlot;Red - Pinot noir,,White - Chardonnay;White - Pinot Grigio;White - Sauvignon Blanc
2020/08/20 2:14:44 AM CDT,Agree,4/18/1991,Female,White/Caucasian,United States of America,Some High School,Other/Prefer not to say,Milk Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Tequila,Black (with nothing added),"Fruity (Skittles, Starburst, Jolly Ranchers)","Citrus, Floral, Herbal","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",White,Dry;Fruity,Red - Cabernet sauvignon;Red - Merlot;Red - Pinot noir;Red - Syrah;Red - Lambrusco,Rose - White Zinfandel;Rose - White Merlot,White - Chardonnay;White - Pinot Grigio;White - Riesling;White - Sauvignon Blanc;White - Chablis
2020/08/20 2:53:18 AM CDT,Agree,7/11/1993,Male,White/Caucasian,Europe,Trade School,Single (Never Married),I do not/can not eat chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Whiskey/Scotch,Tea/coffee with a little milk &/or cream,I do not eat candy,"Wood, Tobacco, Musk",I do not use dressing/eat salads,Red,Dry,,,
2020/08/20 3:06:13 AM CDT,Agree,4/22/1996,Male,White/Caucasian,United States of America,High School Diploma or equivalent,Single (Never Married),Dark Chocolate,"Soft (Brie, Camembert, Munster)",Tequila,Milk &/or cream with a little tea/coffee,"Candy Bar (Snicker, Milky way, Twix)","Cinnamon, Baked Goods, Frosting","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Rose,Fruity;Sweet,Red - Malbec;Red - Cabernet sauvignon;Red - Merlot;Red - Pinot noir;Red - Zinfandel,Rose - Cabernet;Rose - Pinot Noir;Rose - White Zinfandel;Rose - Pink Moscato;Rose - White Merlot,White - Chardonnay;White - Pinot Grigio;White - Moscato
